m,name,k,n,median_ms,min_ms,max_ms,mean_ms,stdev_ms,tflops,raw_ms
128,o_proj,4096,4096,1.1217910214327276,1.056874985806644,1.251750043593347,1.1205305384161572,0.05072447304677057,3.8286697022361253,"[1.0673750075511634, 1.1547500034794211, 1.251750043593347, 1.1617079726420343, 1.1217910214327276, 1.122875022701919, 1.0798750445246696, 1.056874985806644, 1.0756250121630728, 1.0960829677060246, 1.1657499708235264, 1.1185840121470392, 1.1381249641999602, 1.12529203761369, 1.0715000098571181]"
128,gate_proj,4096,12288,1.2192499707452953,1.1710000107996166,1.367415999993682,1.2309888028539717,0.048630091390001635,10.567891898429819,"[1.2385830050334334, 1.2274159817025065, 1.2807919993065298, 1.367415999993682, 1.2677910272032022, 1.2257500202395022, 1.2140829931013286, 1.2192499707452953, 1.1900000390596688, 1.202666957397014, 1.2016670079901814, 1.201000006403774, 1.2625420349650085, 1.1948749888688326, 1.1710000107996166]"
128,up_proj,4096,12288,1.1856660130433738,1.1664579506032169,1.2152499984949827,1.1865915264934301,0.012854733004945088,10.867227150187906,"[1.193417003378272, 1.1975420056842268, 1.2152499984949827, 1.1747920070774853, 1.1743750073947012, 1.1844579712487757, 1.1732080020010471, 1.1856660130433738, 1.194374985061586, 1.1801660293713212, 1.2033329694531858, 1.185749948490411, 1.1905000428669155, 1.179582963231951, 1.1664579506032169]"
128,down_proj,12288,4096,1.4032499748282135,1.391707977745682,1.4493750059045851,1.407991590288778,0.01742757606855419,9.18218572537468,"[1.4038750086911023, 1.4032499748282135, 1.4034580090083182, 1.3961249496787786, 1.4013749896548688, 1.402541995048523, 1.3973329914733768, 1.391707977745682, 1.3945410028100014, 1.4102919958531857, 1.4093749923631549, 1.3962090015411377, 1.4132909709587693, 1.4493750059045851, 1.447124988771975]"
256,q_proj,4096,4096,0.9065829799510539,0.8564579766243696,1.1990829952992499,0.9197528047176698,0.08768563090736277,9.475067127847213,"[1.1990829952992499, 0.9087499929592013, 0.8694999851286411, 0.8574170060455799, 0.858957995660603, 0.8912910125218332, 0.9507919894531369, 0.9065829799510539, 0.8653750410303473, 0.8564579766243696, 0.8677919977344573, 0.915417040232569, 0.9070420055650175, 1.00529205519706, 0.9365419973619282]"
256,k_proj,4096,4096,0.9140410111285746,0.8784580277279019,1.0495830210857093,0.9188166625487307,0.04257446253943972,9.397756213798251,"[0.9035419789142907, 0.8849999867379665, 0.8807090343907475, 0.8784580277279019, 0.9008749620988965, 0.9416670072823763, 1.0495830210857093, 0.884583976585418, 0.8929999894462526, 0.9356249938718975, 0.9282499668188393, 0.9140410111285746, 0.9195840102620423, 0.9459159919060767, 0.9214159799739718]"
256,v_proj,4096,4096,0.9462500456720591,0.9123329655267298,1.0064999805763364,0.9498553350567818,0.030788446294854055,9.077869672280054,"[0.9123329655267298, 0.924416002817452, 0.91366603737697, 0.931332993786782, 1.0064999805763364, 0.9985840297304094, 0.9257500059902668, 0.9150829864665866, 0.9367080056108534, 0.9556249715387821, 0.9462500456720591, 0.9796660160645843, 0.9567079832777381, 0.9728330187499523, 0.9723749826662242]"
256,o_proj,4096,4096,0.9569160174578428,0.9212919976562262,1.0556249762885273,0.9626193282504877,0.030727265051353685,8.976685973780798,"[0.9524999768473208, 1.0556249762885273, 0.9711249731481075, 0.9541669860482216, 0.9385410230606794, 0.9212919976562262, 0.9749580058269203, 0.977666990365833, 0.9729999583214521, 0.9562500054016709, 0.9640830103307962, 0.9303329861722887, 0.9697079658508301, 0.9431250509805977, 0.9569160174578428]"
256,gate_proj,4096,12288,2.1224169759079814,2.079040976241231,2.3914999910630286,2.1425082542312643,0.07715321410377186,12.141725244623782,"[2.11312499595806, 2.1236250177025795, 2.1405420266091824, 2.203750016633421, 2.3914999910630286, 2.159916970413178, 2.1718329517170787, 2.1197909954935312, 2.138999989256263, 2.1224169759079814, 2.1046659676358104, 2.104999963194132, 2.079040976241231, 2.0839589997194707, 2.079457975924015]"
256,up_proj,4096,12288,2.0872500026598573,2.061416977085173,2.103584003634751,2.0837111320967474,0.01247771175660489,12.346294762563476,"[2.0770829869434237, 2.0872500026598573, 2.093332994263619, 2.0961250411346555, 2.103584003634751, 2.0976250525563955, 2.0716669969260693, 2.089790999889374, 2.0726670045405626, 2.0713749690912664, 2.0728749805130064, 2.0875419722869992, 2.061416977085173, 2.0770420087501407, 2.0962909911759198]"
256,down_proj,12288,4096,2.3242500028572977,2.3174170055426657,2.3325419751927257,2.324155520182103,0.004233803089827354,11.087363125446963,"[2.3261249880306423, 2.320999978110194, 2.3216669796966016, 2.3210420040413737, 2.3239589645527303, 2.3257919820025563, 2.3325419751927257, 2.328332979232073, 2.3306660004891455, 2.3174170055426657, 2.317874983418733, 2.322415995877236, 2.324540982954204, 2.324707980733365, 2.3242500028572977]"
1331,q_proj,4096,4096,3.5159169929102063,3.3789589651860297,3.649124992080033,3.5141278679172196,0.08170652298459416,12.702503808269118,"[3.3789589651860297, 3.384708019439131, 3.5113749909214675, 3.526334010530263, 3.534874995239079, 3.450667019933462, 3.5159169929102063, 3.557500021997839, 3.635041997767985, 3.513916046358645, 3.451499971561134, 3.4427919890731573, 3.649124992080033, 3.6071250215172768, 3.5520829842425883]"
1331,k_proj,4096,4096,3.3892919891513884,3.345582983456552,3.6242500063963234,3.4199500650477908,0.0836689798676047,13.1770733046763,"[3.6242500063963234, 3.5803330247290432, 3.405958996154368, 3.3888330217450857, 3.3892919891513884, 3.392792015802115, 3.444708010647446, 3.4684999845921993, 3.45670897513628, 3.362459014169872, 3.359458001796156, 3.367749974131584, 3.3619580208323896, 3.350666956976056, 3.345582983456552]"
1331,v_proj,4096,4096,3.371583006810397,3.3522089943289757,3.465249959845096,3.3878332003951073,0.039477980920055576,13.246284876210238,"[3.3655830193310976, 3.369291021954268, 3.3707499969750643, 3.3732500160112977, 3.3522089943289757, 3.378833003807813, 3.3642500056885183, 3.373832965735346, 3.464084002189338, 3.3687499817460775, 3.465249959845096, 3.371583006810397, 3.373957995790988, 3.460291016381234, 3.3655830193310976]"
1331,o_proj,4096,4096,3.3716250327415764,3.351749968715012,3.4701249678619206,3.376252867747098,0.0271518177123946,13.246119766670716,"[3.3563339966349304, 3.3746669651009142, 3.351749968715012, 3.365625045262277, 3.373584011569619, 3.3735419856384397, 3.3616250148043036, 3.3699999912641943, 3.3704580273479223, 3.380750014912337, 3.4701249678619206, 3.3799579832702875, 3.3716250327415764, 3.3727919799275696, 3.370958031155169]"
1331,gate_proj,4096,12288,9.491334029007703,9.473041980527341,9.593249997124076,9.531511071448525,0.052377797116431875,14.116334602334883,"[9.572625043801963, 9.588457993231714, 9.482999972533435, 9.589500026777387, 9.487499948590994, 9.592291025910527, 9.473041980527341, 9.491334029007703, 9.476541017647833, 9.593249997124076, 9.490500029642135, 9.586875035893172, 9.572250011842698, 9.491249977145344, 9.484249982051551]"
1331,up_proj,4096,12288,9.586583997588605,9.485749993473291,9.854333999101073,9.615150062988201,0.09409406838896042,13.976078132701058,"[9.573417017236352, 9.485749993473291, 9.584416984580457, 9.732290985994041, 9.854333999101073, 9.500249987468123, 9.731166006531566, 9.594209026545286, 9.586457978002727, 9.586583997588605, 9.59287496516481, 9.65237501077354, 9.575792006216943, 9.585749998223037, 9.591582987923175]"
1331,down_proj,12288,4096,9.71366697922349,9.695500019006431,10.141416976694018,9.747955591107408,0.11112171889581471,13.793230431162113,"[9.718582965433598, 9.710207988973707, 10.141416976694018, 9.72879194887355, 9.710583020932972, 9.71366697922349, 9.72658401587978, 9.699124959297478, 9.745499992277473, 9.720125002786517, 9.710041980724782, 9.702417009975761, 9.695500019006431, 9.710000013001263, 9.786790993530303]"
